owner	BAKEHOUSE	BEER & WINE	BREAD	BULK	CHEESE	DELI	FISH&SEAFOOD	FLOWERS	FROZEN	GEN MERCH	HERBS&SPICES	JUICE BAR	MEAT	PACKAGED GROCERY	PERSONAL CARE	PRODUCE	REF GROCERY	SUPPLEMENTS	total_spend
22998	0.0	0.0	0.01	0.21	0.02	0.18	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.18	0.0	0.0	214.37
22999	0.0	0.0	0.0	0.0	0.0	0.82	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.05	0.0	0.0	0.0	0.0	10.88
23000	0.0	0.0	0.03	0.09	0.01	0.09	0.0	0.0	0.12	0.0	0.02	0.0	0.02	0.26	0.0	0.04	0.19	0.12	249.57
23002	0.0	0.0	0.0	0.07	0.15	0.01	0.01	0.0	0.01	0.0	0.02	0.01	0.23	0.09	0.01	0.18	0.18	0.01	4003.82
23003	0.01	0.0	0.02	0.01	0.15	0.11	0.0	0.01	0.13	0.0	0.0	0.0	0.0	0.28	0.02	0.22	0.03	0.0	1526.35
23004	0.04	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.06	0.03	0.0	0.24	0.2	0.04	0.18	0.1	0.09	222.74
23005	0.01	0.0	0.02	0.1	0.01	0.03	0.0	0.0	0.04	0.02	0.04	0.01	0.0	0.26	0.06	0.3	0.06	0.06	3827.4
23006	0.01	0.0	0.0	0.0	0.06	0.14	0.02	0.01	0.03	0.02	0.0	0.03	0.04	0.33	0.03	0.22	0.06	0.0	1824.48
23007	0.01	0.03	0.01	0.12	0.02	0.14	0.0	0.0	0.03	0.0	0.0	0.0	0.02	0.41	0.0	0.21	0.01	0.0	507.03
23008	0.0	0.0	0.0	0.28	0.03	0.01	0.0	0.01	0.0	0.0	0.0	0.0	0.05	0.36	0.0	0.24	0.01	0.0	4002.35
23009	0.01	0.0	0.02	0.04	0.07	0.11	0.0	0.0	0.01	0.0	0.0	0.01	0.0	0.21	0.03	0.3	0.18	0.0	1338.74
23011	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.32	0.02	0.01	0.0	0.02	0.18	0.06	0.01	0.01	0.18	1296.61
23012	0.0	0.0	0.03	0.15	0.05	0.1	0.02	0.0	0.0	0.0	0.0	0.0	0.09	0.08	0.25	0.13	0.02	0.09	120.31
23013	0.0	0.0	0.01	0.12	0.04	0.03	0.0	0.0	0.02	0.0	0.0	0.0	0.09	0.3	0.0	0.27	0.12	0.0	1224.9
23014	0.0	0.0	0.02	0.0	0.04	0.05	0.02	0.01	0.04	0.01	0.0	0.0	0.06	0.34	0.02	0.31	0.1	0.0	1792.66
23015	0.0	0.0	0.01	0.05	0.04	0.04	0.0	0.01	0.11	0.03	0.0	0.0	0.04	0.36	0.02	0.13	0.12	0.04	1600.8
23016	0.01	0.0	0.0	0.11	0.05	0.06	0.0	0.0	0.05	0.02	0.0	0.0	0.08	0.29	0.03	0.17	0.09	0.04	1123.73
23017	0.01	0.0	0.02	0.17	0.13	0.05	0.01	0.0	0.0	0.03	0.01	0.01	0.05	0.07	0.01	0.2	0.14	0.08	3634.17
23019	0.0	0.0	0.04	0.01	0.1	0.11	0.02	0.01	0.01	0.02	0.0	0.0	0.15	0.16	0.01	0.24	0.09	0.01	1974.15
23020	0.0	0.0	0.01	0.08	0.06	0.02	0.0	0.0	0.02	0.0	0.01	0.0	0.03	0.39	0.03	0.26	0.07	0.02	710.61
23021	0.02	0.0	0.01	0.01	0.01	0.12	0.03	0.0	0.03	0.0	0.0	0.01	0.2	0.11	0.0	0.31	0.09	0.06	614.11
23022	0.0	0.0	0.0	0.06	0.08	0.03	0.01	0.0	0.05	0.01	0.04	0.03	0.03	0.28	0.02	0.27	0.08	0.0	3416.65
23023	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.04	0.0	0.01	0.0	0.15	0.16	0.0	0.55	0.0	0.0	160.2
23024	0.0	0.01	0.01	0.02	0.0	0.11	0.0	0.0	0.21	0.0	0.0	0.03	0.0	0.31	0.1	0.01	0.19	0.0	367.43
23026	0.0	0.0	0.01	0.07	0.02	0.06	0.0	0.0	0.03	0.01	0.0	0.0	0.08	0.25	0.03	0.32	0.12	0.0	899.09
23027	0.0	0.0	0.03	0.0	0.0	0.03	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.79	0.05	0.0	0.07	0.0	149.13
23028	0.01	0.0	0.0	0.03	0.07	0.04	0.0	0.01	0.04	0.01	0.0	0.0	0.0	0.3	0.0	0.34	0.14	0.0	2034.98
23029	0.0	0.0	0.0	0.02	0.0	0.08	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.35	0.0	0.29	0.09	0.15	995.5
23030	0.0	0.0	0.0	0.04	0.27	0.23	0.0	0.01	0.0	0.0	0.04	0.04	0.08	0.04	0.04	0.11	0.09	0.0	451.74
23031	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.22	0.15	0.0	19.99
23032	0.01	0.0	0.08	0.07	0.1	0.06	0.04	0.0	0.03	0.01	0.03	0.0	0.09	0.14	0.0	0.18	0.15	0.0	2411.48
23033	0.03	0.0	0.04	0.05	0.0	0.14	0.01	0.01	0.01	0.0	0.0	0.01	0.25	0.14	0.01	0.23	0.07	0.0	1151.53
23034	0.02	0.0	0.01	0.0	0.08	0.04	0.04	0.0	0.07	0.02	0.0	0.0	0.0	0.36	0.09	0.17	0.05	0.05	2873.04
23035	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.0	0.0	0.0	0.0	0.0	10.37
23036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.04	0.0	0.0	0.04	0.89	622.85
23037	0.0	0.0	0.01	0.07	0.03	0.0	0.0	0.0	0.01	0.03	0.0	0.0	0.26	0.16	0.04	0.18	0.17	0.05	1809.48
23038	0.01	0.0	0.01	0.02	0.01	0.18	0.0	0.0	0.01	0.04	0.0	0.0	0.01	0.43	0.06	0.2	0.02	0.0	896.1
23039	0.0	0.0	0.01	0.21	0.04	0.0	0.01	0.0	0.09	0.0	0.0	0.0	0.04	0.27	0.0	0.14	0.11	0.07	1056.32
23040	0.0	0.01	0.0	0.27	0.06	0.14	0.01	0.01	0.12	0.0	0.02	0.01	0.02	0.09	0.01	0.1	0.1	0.03	3107.72
23041	0.0	0.0	0.0	0.0	0.05	0.0	0.33	0.0	0.14	0.0	0.0	0.0	0.02	0.0	0.0	0.4	0.06	0.0	59.05
23042	0.0	0.0	0.0	0.13	0.01	0.01	0.01	0.0	0.02	0.0	0.0	0.0	0.14	0.17	0.01	0.32	0.17	0.0	3133.29
23043	0.01	0.0	0.0	0.18	0.0	0.16	0.0	0.0	0.01	0.0	0.01	0.0	0.05	0.12	0.0	0.44	0.02	0.0	444.64
23044	0.0	0.0	0.0	0.01	0.01	0.02	0.0	0.0	0.03	0.02	0.0	0.0	0.08	0.29	0.07	0.13	0.08	0.26	1694.27
23045	0.0	0.0	0.03	0.12	0.02	0.05	0.01	0.01	0.01	0.01	0.01	0.0	0.13	0.21	0.02	0.24	0.13	0.02	3628.72
23047	0.0	0.01	0.03	0.0	0.02	0.09	0.0	0.0	0.07	0.0	0.0	0.0	0.21	0.3	0.0	0.18	0.07	0.0	268.35
23048	0.0	-0.0	0.0	0.08	0.0	0.16	0.0	0.0	0.05	0.0	0.0	0.09	0.0	0.06	0.0	0.04	0.05	0.46	318.87
23049	0.0	0.0	0.0	0.06	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.07	0.11	0.06	0.0	0.39	0.28	0.0	690.22
23050	0.0	0.0	0.0	0.01	0.01	0.31	0.0	0.03	0.08	0.07	0.0	0.05	0.02	0.17	0.03	0.11	0.05	0.06	1307.18
23052	0.01	0.0	0.01	0.05	0.03	0.13	0.01	0.0	0.07	0.03	0.0	0.0	0.11	0.19	0.02	0.18	0.06	0.1	428.39
23053	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.17	0.0	0.04	0.05	0.7	85.8
23054	0.0	0.0	0.0	0.07	0.0	0.26	0.0	0.0	0.05	0.0	0.02	0.01	0.03	0.25	0.01	0.11	0.07	0.1	2960.76
23055	0.0	0.0	0.02	0.05	0.06	0.02	0.04	0.0	0.0	0.07	0.06	0.02	0.04	0.26	0.01	0.24	0.05	0.06	672.84
23056	0.0	0.0	0.0	0.18	0.05	0.1	0.0	0.0	0.0	0.0	0.01	0.0	0.16	0.19	0.05	0.18	0.09	0.0	543.26
23057	0.01	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.11	0.29	0.15	0.06	0.1	0.0	212.51
23058	0.0	0.0	0.03	0.06	0.01	0.01	0.0	0.0	0.08	0.01	0.0	0.0	0.0	0.31	0.02	0.29	0.16	0.01	9897.2
23059	0.0	0.0	0.04	0.11	0.03	0.11	0.0	0.0	0.07	0.0	0.0	0.0	0.02	0.27	0.03	0.16	0.14	0.0	4934.1
23060	0.01	0.0	0.01	0.12	0.02	0.02	0.01	0.01	0.01	0.0	0.01	0.0	0.24	0.11	0.0	0.18	0.22	0.04	1356.01
23061	0.0	0.0	0.0	0.09	0.0	0.0	0.01	0.0	0.06	0.0	0.04	0.0	0.13	0.27	0.05	0.19	0.15	0.0	390.04
23062	0.0	0.0	0.0	0.09	0.05	0.02	0.0	0.01	0.11	0.0	0.0	0.0	0.02	0.24	0.02	0.34	0.11	0.0	432.27
23063	0.0	0.0	0.02	0.12	0.03	0.07	0.04	0.0	0.04	0.0	0.0	0.02	0.05	0.16	0.0	0.21	0.13	0.09	17181.77
23064	0.0	0.0	0.0	0.0	0.01	0.24	0.0	0.04	0.17	0.01	0.0	0.0	0.18	0.27	0.0	0.04	0.05	0.0	220.51
23065	0.0	0.0	0.0	0.12	0.02	0.15	0.0	0.01	0.01	0.06	0.01	0.01	0.02	0.18	0.1	0.2	0.09	0.02	6460.76
23066	0.02	0.0	0.0	0.58	0.0	0.06	0.0	0.0	0.0	0.07	0.03	0.0	0.0	0.08	0.05	0.05	0.07	0.0	360.06
23067	0.0	0.0	0.06	0.03	0.01	0.07	0.02	0.0	0.07	0.03	0.0	0.0	0.13	0.18	0.04	0.2	0.05	0.1	1602.81
23068	0.0	0.0	0.0	0.17	0.01	0.0	0.02	0.0	0.0	0.01	0.01	0.0	0.25	0.12	0.01	0.24	0.14	0.02	965.49
23069	0.01	0.0	0.0	0.01	0.16	0.02	0.0	0.0	0.09	0.0	0.0	0.02	0.02	0.5	0.05	0.06	0.07	0.0	501.89
23070	0.0	0.0	0.19	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.28	0.0	0.09	0.2	0.0	145.79
23071	0.0	0.0	0.01	0.1	0.08	0.03	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.19	0.02	0.32	0.2	0.01	5087.05
23072	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.22	0.11	0.0	0.26	0.3	0.0	183.19
23073	0.0	0.0	0.04	0.1	0.02	0.11	0.01	0.0	0.03	0.01	0.0	0.03	0.0	0.27	0.01	0.23	0.14	0.0	2450.53
23074	0.01	0.0	0.0	0.09	0.04	0.03	0.0	0.0	0.05	0.01	0.01	0.0	0.0	0.29	0.16	0.13	0.15	0.02	4332.35
23075	0.0	0.0	0.04	0.04	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.63	0.0	0.1	0.0	0.0	99.6
23076	0.01	0.0	0.0	0.09	0.01	0.08	0.0	0.0	0.01	0.01	0.0	0.07	0.01	0.11	0.07	0.0	0.19	0.34	1390.75
23077	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.18	0.0	0.0	0.26	0.0	16.82
23078	0.0	0.0	0.0	0.12	0.0	0.06	0.04	0.0	0.01	0.05	0.01	0.02	0.1	0.2	0.07	0.22	0.06	0.02	2502.67
23079	0.0	0.0	0.0	0.18	0.0	0.11	0.0	0.0	0.07	0.0	0.0	0.0	0.16	0.23	0.02	0.22	0.01	0.01	3022.64
23081	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.5	0.0	0.0	34.02
23082	0.0	0.0	0.0	0.11	0.01	0.14	0.0	0.0	0.05	0.12	0.03	0.0	0.1	0.19	0.01	0.18	0.06	0.01	819.08
23083	0.0	0.0	0.0	0.14	0.0	0.12	0.0	0.0	0.11	0.0	0.01	0.04	0.01	0.22	0.02	0.16	0.15	0.02	2502.84
23084	0.0	0.0	0.02	0.04	0.02	0.09	0.0	0.0	0.01	0.03	0.07	0.0	0.03	0.24	0.08	0.26	0.11	0.0	946.69
23086	0.0	0.0	0.0	0.03	0.0	0.08	0.05	0.05	0.0	0.0	0.0	0.01	0.12	0.21	0.14	0.18	0.13	0.0	662.75
23087	0.0	0.0	0.0	0.06	0.0	0.71	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	119.15
23088	0.02	0.0	0.02	0.09	0.05	0.03	0.01	0.03	0.06	0.06	0.03	0.0	0.02	0.12	0.07	0.24	0.15	0.0	331.77
23089	0.0	0.0	0.0	0.03	0.01	0.27	0.0	0.01	0.08	0.0	0.0	0.04	0.0	0.24	0.03	0.21	0.06	0.02	701.78
23090	0.0	0.0	0.0	0.0	0.0	0.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	4.36
23091	0.0	0.0	0.04	0.01	0.05	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.14	0.48	0.0	0.2	0.06	0.0	301.63
23092	0.0	0.0	0.02	0.02	0.03	0.19	0.0	0.0	0.0	0.0	0.12	0.02	0.07	0.04	0.09	0.08	0.11	0.21	186.43
23093	0.01	0.0	0.02	0.08	0.1	0.05	0.02	0.01	0.0	0.0	0.0	0.0	0.14	0.15	0.01	0.14	0.24	0.0	1344.79
23094	0.0	0.0	0.0	0.04	0.05	0.02	0.0	0.0	0.0	0.03	0.0	0.0	0.28	0.03	0.0	0.38	0.08	0.07	227.68
23095	0.02	0.0	0.0	0.04	0.05	0.13	0.02	0.0	0.02	0.01	0.05	0.0	0.08	0.25	0.01	0.21	0.12	0.0	6790.44
23097	0.0	0.0	0.11	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.44	0.0	0.03	0.04	0.0	47.56
23098	0.0	0.0	0.0	0.0	0.05	0.32	0.0	0.0	0.09	0.0	0.01	0.07	0.07	0.11	0.0	0.17	0.05	0.07	361.77
23099	0.0	0.0	0.03	0.02	0.06	0.09	0.03	0.01	0.03	0.0	0.0	0.01	0.0	0.22	0.05	0.19	0.17	0.08	4676.26
23100	0.0	0.0	0.0	0.12	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.54	0.0	0.03	0.01	0.1	0.07	0.02	600.44
23101	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.56
23103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	9.97
23104	0.0	0.0	0.0	0.07	0.03	0.04	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.61	0.02	0.01	0.18	0.0	2384.74
23105	0.01	0.0	0.01	0.05	0.0	0.01	0.0	0.01	0.02	0.01	0.0	0.0	0.06	0.25	0.03	0.38	0.1	0.07	1480.41
23106	0.01	0.0	0.0	0.06	0.0	0.0	0.18	0.0	0.01	0.0	0.0	0.0	0.25	0.2	0.15	0.09	0.05	0.0	178.04
23107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.08	0.86	0.0	0.0	0.0	139.53
23109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.12	0.81	65.27
23110	0.0	0.0	0.0	0.06	0.0	0.09	0.0	0.0	0.02	0.06	0.0	0.02	0.0	0.43	0.14	0.07	0.1	0.01	679.64
23111	0.07	0.0	0.01	0.18	0.11	0.12	0.0	0.0	0.02	0.0	0.01	0.0	0.0	0.24	0.0	0.16	0.08	0.0	822.0
23112	0.05	0.0	0.01	0.0	0.03	0.12	0.02	0.11	0.0	0.01	0.0	0.0	0.05	0.16	0.0	0.29	0.16	0.0	626.4
23113	0.0	0.0	0.01	0.14	0.0	0.1	0.0	0.0	0.05	0.0	0.02	0.0	0.0	0.35	0.02	0.16	0.14	0.01	1229.53
23114	0.0	0.0	0.09	0.0	0.04	0.1	0.0	0.0	0.02	0.0	0.0	0.08	0.14	0.1	0.0	0.16	0.18	0.09	274.38
23115	0.0	0.0	0.08	0.17	0.04	0.05	0.0	0.0	0.03	0.06	0.0	0.0	0.0	0.07	0.03	0.3	0.08	0.09	1292.87
23116	0.01	0.0	0.02	0.05	0.01	0.1	0.0	0.0	0.01	0.0	0.01	0.0	0.0	0.16	0.12	0.09	0.09	0.32	2080.98
23117	0.0	0.0	0.0	0.19	0.06	0.06	0.02	0.04	0.03	0.06	0.01	0.0	0.01	0.21	0.01	0.14	0.14	0.03	372.24
23118	0.01	0.0	0.02	0.04	0.01	0.12	0.0	0.0	0.03	0.0	0.0	0.03	0.14	0.16	0.01	0.21	0.09	0.13	1312.31
23119	0.0	0.0	0.0	0.12	0.0	0.04	0.0	0.0	0.12	0.0	0.0	0.06	0.14	0.06	0.17	0.07	0.23	0.0	64.78
23120	0.01	0.0	0.01	0.15	0.01	0.04	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.46	0.02	0.08	0.03	0.13	705.72
23122	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.06	0.15	0.13	0.41	1570.57
23123	0.01	0.0	0.0	0.17	0.08	0.01	0.0	0.0	0.02	0.0	0.01	0.0	0.04	0.27	0.01	0.25	0.12	0.0	612.21
23124	0.01	0.0	0.06	0.08	0.05	0.04	0.0	0.0	0.0	0.15	0.01	0.01	0.06	0.11	0.04	0.16	0.2	0.0	2235.66
23125	0.01	0.0	0.02	0.1	0.05	0.1	0.01	0.01	0.06	0.01	0.01	0.03	0.03	0.24	0.04	0.12	0.16	0.0	1492.28
23126	0.0	0.0	0.0	0.09	0.0	0.01	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.11	0.21	0.23	0.06	0.22	255.29
23127	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.24	0.03	0.57	0.01	0.0	370.93
23128	0.0	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	-0.0	0.0	0.41	0.09	0.0	830.1
23129	0.0	0.0	0.02	0.05	0.07	0.03	0.0	0.01	0.02	0.02	0.0	0.01	0.15	0.22	0.03	0.24	0.12	0.0	23790.24
23130	0.0	0.0	0.02	0.0	0.06	0.01	0.0	0.0	0.03	0.0	0.0	0.0	0.16	0.18	0.0	0.38	0.16	0.0	431.38
23131	0.01	0.0	0.02	0.04	0.06	0.07	0.0	0.01	0.02	0.01	0.0	0.03	0.07	0.12	0.04	0.3	0.1	0.1	1591.52
23132	0.0	0.0	0.0	0.05	0.02	0.08	0.02	0.07	0.0	0.08	0.02	0.08	0.09	0.26	0.04	0.15	0.05	0.0	1492.66
23133	0.0	0.0	0.0	0.11	0.0	0.05	0.0	0.0	0.05	0.0	0.0	0.0	0.15	0.22	0.01	0.05	0.19	0.17	470.76
23134	0.01	0.0	0.01	0.01	0.05	0.03	0.02	0.03	0.01	0.03	0.0	0.03	0.09	0.38	0.03	0.14	0.12	0.0	884.47
23135	0.01	0.0	0.02	0.03	0.01	0.01	0.02	0.0	0.06	0.04	0.0	0.01	0.03	0.28	0.09	0.1	0.23	0.05	902.89
23136	0.0	0.0	0.01	0.0	0.03	0.05	0.0	0.0	0.0	0.04	0.0	0.03	0.03	0.22	0.03	0.22	0.09	0.26	232.54
23137	0.0	0.0	0.0	0.55	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	21.77
23139	0.0	0.0	0.09	0.03	0.0	0.11	0.0	0.05	0.03	0.0	0.0	0.0	0.21	0.41	0.0	0.05	0.01	0.0	554.13
23140	0.0	0.0	0.02	0.0	0.01	0.11	0.0	0.2	0.0	0.08	0.0	0.01	0.08	0.05	0.03	0.19	0.09	0.12	482.81
23141	0.01	0.0	0.0	0.08	0.0	0.05	0.0	0.0	0.01	0.0	0.0	0.0	0.12	0.15	0.0	0.3	0.28	0.0	1911.84
23142	0.0	0.0	0.17	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.21	0.0	0.09	0.0	0.0	18.68
23143	0.02	0.0	0.01	0.06	0.03	0.05	0.04	0.0	0.04	0.01	0.01	0.06	0.14	0.17	0.05	0.16	0.12	0.03	984.27
23144	0.0	0.0	0.04	0.26	0.0	0.12	0.02	0.01	0.0	0.0	0.0	0.01	0.13	0.3	0.02	0.08	0.0	0.0	1000.88
23145	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.16	0.01	0.0	0.0	0.13	0.27	0.1	0.06	0.25	401.25
23146	0.0	0.0	0.18	0.03	0.0	0.01	0.02	0.0	0.07	0.0	0.0	0.02	0.13	0.27	0.04	0.13	0.11	0.0	173.8
23147	0.01	0.0	0.01	0.04	0.08	0.12	0.01	0.0	0.03	0.0	0.0	0.01	0.03	0.32	0.0	0.18	0.15	0.0	5932.39
23148	0.0	0.0	0.0	0.01	0.03	0.15	0.01	0.0	0.05	0.0	0.0	0.0	0.04	0.33	0.02	0.12	0.08	0.16	1133.48
23149	0.01	0.0	0.02	0.05	0.04	0.08	0.0	0.0	0.1	0.02	0.0	0.01	0.07	0.23	0.09	0.15	0.1	0.02	824.41
23150	0.0	0.0	0.02	0.04	0.04	0.02	0.03	0.0	0.09	0.0	0.01	0.0	0.09	0.23	0.0	0.35	0.07	0.0	5689.81
23151	0.0	0.0	0.0	0.12	0.09	0.05	0.0	0.02	0.03	0.0	0.05	0.0	0.15	0.19	0.05	0.2	0.07	0.0	182.57
23153	0.03	0.0	0.0	0.08	0.11	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.07	0.0	0.18	0.18	0.0	230.99
23154	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.26	0.0	0.18	0.25	0.0	46.49
23155	0.0	0.0	0.01	0.3	0.01	0.04	0.01	0.0	0.04	0.0	0.0	0.03	0.0	0.14	0.0	0.11	0.08	0.23	763.06
23157	0.0	0.0	0.0	0.13	0.0	0.07	0.12	0.0	0.0	0.05	0.0	0.03	0.56	0.0	0.0	0.03	0.0	0.0	110.16
23158	0.03	0.0	0.01	0.15	0.11	0.14	0.13	0.0	0.0	0.03	0.0	0.02	0.03	0.23	0.04	0.08	0.02	0.0	442.08
23160	0.03	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.01	0.0	0.0	0.0	0.16	0.11	0.0	0.31	0.14	0.0	265.79
23161	0.07	0.0	0.07	0.02	0.02	0.0	0.0	0.0	0.05	0.0	0.0	0.02	0.07	0.32	0.0	0.3	0.09	0.0	129.75
23162	0.04	0.0	0.0	0.0	0.05	0.18	0.0	0.0	0.1	0.0	0.0	0.02	0.04	0.0	0.0	0.42	0.08	0.06	561.78
23163	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.1	0.14	0.0	0.0	0.0	0.08	0.4	0.0	0.1	0.04	0.13	203.14
23164	0.0	0.0	0.02	0.08	0.02	0.01	0.0	0.01	0.01	0.01	0.0	0.01	0.16	0.15	0.02	0.17	0.19	0.14	5517.07
23165	0.0	0.0	0.01	0.03	0.0	0.1	0.0	0.03	0.07	0.0	0.0	0.02	0.0	0.31	0.01	0.11	0.3	0.0	478.49
23166	0.01	0.01	0.02	0.01	0.09	0.32	0.0	0.0	0.06	0.0	0.01	0.1	0.0	0.21	0.0	0.03	0.11	0.02	462.6
23167	0.17	0.09	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.26	0.09	0.0	0.0	0.0	77.8
23168	0.0	0.0	0.01	0.03	0.05	0.09	0.01	0.0	0.02	0.01	0.0	0.0	0.02	0.45	0.05	0.12	0.13	0.0	604.41
23169	0.0	0.0	0.0	0.06	0.04	0.03	0.0	0.0	0.02	0.05	0.0	0.0	0.0	0.17	0.4	0.13	0.05	0.04	736.09
23170	0.01	0.0	0.01	0.03	0.03	0.23	0.01	0.0	0.04	0.01	0.01	0.07	0.02	0.2	0.03	0.16	0.1	0.03	16350.47
23171	0.0	0.02	0.0	0.01	0.09	0.22	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.15	0.0	0.19	0.25	0.0	356.36
23172	0.0	0.0	0.01	0.0	0.01	0.1	0.04	0.0	0.06	0.0	0.0	0.01	0.24	0.31	0.02	0.08	0.01	0.09	2704.65
23174	0.02	0.0	0.01	0.05	0.04	0.14	0.04	0.02	0.09	0.04	0.0	0.0	0.04	0.18	0.06	0.09	0.18	0.01	1206.73
23175	0.0	0.0	0.0	0.0	0.03	0.09	0.0	0.0	0.06	0.0	0.0	0.0	0.12	0.22	0.0	0.32	0.16	0.0	135.4
23176	0.0	0.0	0.0	0.19	0.0	0.13	0.1	0.0	0.0	0.07	0.0	0.0	0.0	0.1	0.0	0.28	0.13	0.0	137.08
23177	0.0	0.0	0.0	0.08	0.02	0.02	0.03	0.0	0.0	0.0	0.01	0.0	0.11	0.32	0.01	0.26	0.1	0.04	1518.2
23178	0.0	0.0	0.01	0.04	0.04	0.06	0.06	0.0	0.08	0.0	0.02	0.03	0.04	0.28	0.05	0.11	0.08	0.11	1039.95
23179	0.06	0.0	0.0	0.24	0.0	0.22	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.11	0.0	0.22	0.13	0.0	77.67
23180	0.0	0.0	0.0	0.02	0.01	0.12	0.0	0.0	0.08	0.03	0.0	0.02	0.11	0.21	0.03	0.16	0.11	0.09	3211.93
23181	0.0	0.0	0.0	0.05	0.04	0.03	0.05	0.0	0.0	0.0	0.02	0.0	0.37	0.06	0.0	0.39	0.0	0.0	91.61
23182	0.0	0.0	0.02	0.18	0.03	0.04	0.0	0.03	0.01	0.02	0.02	0.01	0.0	0.13	0.04	0.32	0.13	0.02	2984.1
23183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.32	0.0	0.27	0.15	0.07	0.0	51.53
23184	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.14	0.0	0.0	0.46	0.0	21.15
23185	0.0	0.0	0.01	0.0	0.01	0.03	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.3	0.6	0.02	0.01	0.0	459.5
23186	0.0	0.0	0.0	0.02	0.02	0.01	0.07	0.0	0.03	0.01	0.0	0.0	0.15	0.32	0.01	0.28	0.07	0.0	1476.74
23187	0.0	0.0	0.01	0.0	0.0	0.15	0.0	0.0	0.01	0.04	0.01	0.03	0.0	0.23	0.14	0.03	0.31	0.04	2081.16
23188	0.01	0.0	0.03	0.05	0.07	0.02	0.0	0.0	0.05	0.0	0.0	0.0	0.04	0.21	0.01	0.28	0.18	0.04	4302.53
